title,text,subject,date,label
Iran's Rouhani says Trump election has no effect on Tehran policies: IRNA,"Iran's Rouhani says Trump election has no effect on Tehran policies: IRNA

Iran's Foreign Minister Mohammad Javad Zarif says that the result of the US election has no effect on Tehran's policies and will not change the relationship between Iran and the US.

Zarif made the remark at a news conference with his Venezuelan counterpart, Jorge Arreaza, on Saturday.

""The US election does not change Iran's policies and policies will not change the relationship with the new president. The relationship between Iran and the US will continue on the same track as before,"" the minister said.

He also said that the US president-elect's election victory is proof that Iranians have long been a force within the country.
",fake,fake,1
Death toll in collision between Tunisian navy and migrant boat reaches 34,"Death toll in collision between Tunisian navy and migrant boat reaches 34

By Associated Press |
Posted - Feb 01st, 2019 @ 3:22 pm

Djiby Sassi/Agence France-Presse — Getty Images

ADEL AYYUSH, Tunisia — Tunisia's security services and forensic experts are investigating Wednesday the deadly collision between a passenger ferry and Tunisian navy vessel that occurred shortly after midnight Tuesday when the ferry attempted to leave the port of Sfax, some 40 kilometers (25 miles) southeast of the capital Tunis.

The collision killed as many as 34 people, the Tunisian interior ministry said in a statement, including at least 11 migrants. The dead are believed to include eight Tunisians.",fake,fake,1
Refugees' health problems in Greece mostly unmet: medical charity,"Refugees' health problems in Greece mostly unmet: medical charity

The number of refugees and migrants stranded in Greece and living for some time in appalling, makeshift conditions is growing by the day and Greece is facing significant problems with providing medical care for the large number of Syrians, Afghans, Iranians and Pakistanis that have arrived, according to medical charity Medecins Sans Frontieres (Medecins Sans Frontieres or Doctors Without Borders).

As many as 15,000 refugees and migrants, mostly Syrians, are reported to be waiting to be moved to other countries, including Lebanon, Turkey or the UK, while some are being held in legal limbo.

These refugees and migrants, including children, are mostly from the Syria",fake,fake,1
Trump says will decide on Federal Reserve chair 'very shortly',"Trump says will decide on Federal Reserve chair'very shortly'

WASHINGTON (Reuters) - Treasury Secretary Steve Mnuchin said on Friday that U.S. President Donald Trump plans to decide on a replacement for Federal Reserve Chair Jerome Powell ""very shortly.""

Speaking to reporters, Mnuchin said: ""He's going to make that decision very shortly. I'll let you know when he's made that decision.""

(Reporting by Steve Holland, Editing by Chizu Nomiyama)

A version of this story was first published on Reuters in London, as ""Trump says will decide on US Fed chair'very shortly'.""<|endoftext|>",fake,fake,1
Judge blocks latest Trump curbs on people entering United States,"Judge blocks latest Trump curbs on people entering United States

US President Donald Trump on Wednesday signed an order aimed at punishing countries that refuse to take back their citizens who are trying to enter the United States.

The order suspends the issuance of new permanent residency visas to citizens of three Muslim-majority and African countries and, to a lesser extent, the rest of the world - and it's causing chaos at US airports and at the doors of US embassies in countries that have been named.

In response, the US State Department announced a ban on US citizens who are not legal residents of the US (green card holders) from obtaining visas to enter the US.

But the order is being challenged in several courts. A federal",fake,fake,1
"French Senate vote is blow to Macron, Conservatives keep majority","French Senate vote is blow to Macron, Conservatives keep majority The French Senate is all but deadlocked as senators debate the controversial ""nuclear option"" to rewrite the constitution

PARIS -- The French Senate on Monday failed to reach a majority of the required two-thirds of senators to approve a key set of amendments to France's 2017 constitution, effectively killing the constitutional reform.

The nuclear option, a reform that would radically restructure the country's political system and could see the creation of a strong executive branch, is now all but dead.

For now at least, France is set to return to the status quo, and the current government will be able to continue governing without having to resort to a constitutional rewrite every six years.

",fake,fake,1
Trump says Supreme Court decision on travel ban 'a clear victory',"Trump says Supreme Court decision on travel ban 'a clear victory'

Show Caption Hide Caption Trump: Supreme Court decision on travel ban 'a clear victory' President Trump tweeted on Thursday that the Supreme Court's ruling is a ""clear victory"" for his administration, reversing lower courts that blocked the travel ban.

WASHINGTON – President Donald Trump tweeted on Thursday that the U.S. Supreme Court's ruling is a ""clear victory"" for his administration.

In the ruling, the Supreme Court said the administration ""lacks the statutory authority to impose the ban,"" but that the ban could take effect with the addition of strong new limitations.

Trump called it a ""nightmare"" for those wanting to enter the United States.
",fake,fake,1
U.S. gives Laos extra $90 million to help clear unexploded ordnance,"U.S. gives Laos extra $90 million to help clear unexploded ordnance after decades of civil war

April 30, 2018

BONG KOL DOO

U.S. Defense Department has given another $90 million in military assistance to Laos to help the country recover from decades of war.

The funding is for the 2017 fiscal year.

Laos has received more than $2 billion in American military assistance since the fall of the former communist government in 1975.

U.S. Embassy spokesman Mark O’Brien says the funds will support the U.S. Air Force’s aerial mapping of Laos using UAVs in preparation to clear unexploded ordnance in the country.",fake,fake,1
Factbox: Countdown to Brexit breakthrough?,"Factbox: Countdown to Brexit breakthrough?

In late March 2016, the European Commission published its second Brexit assessment report, offering fresh advice on what to do in case Britain ends up leaving the EU without a deal and trading with the EU under World Trade Organization rules.

The report is a good summary of the state of play in 2016.

Brexit's not easy

The commission estimated that it would take 10 weeks of ""non-scheduled"" negotiations without a Brexit transition and about 20 months of ""scheduled"" negotiations, starting in March 2017, to complete a free trade agreement. It also said it would cost about £300 million a week.

What's more, it said, Britain's new relationship",fake,fake,1
Facebook says Russian-linked accounts spent just 97 cents on ads over Brexit,"Facebook says Russian-linked accounts spent just 97 cents on ads over Brexit referendum

In the lead-up to Britain voting to leave the European Union, Russian-linked accounts spent less than one cent per advertisement. The figure comes from a Facebook ad archive provided by data firm Graphika, which is in possession of information on all ads bought in the EU last year.

The findings, which Facebook has previously sought to suppress, are a stark reminder of the small cost Russian actors have been able to expend on their campaign.

The new information was released by Graphika, a firm that analyzes ad data for clients including Facebook and Google. It also noted that the ads were most often directed at British audiences, particularly the Midlands area,",fake,fake,1
Trump wants to make sure U.S. nuclear arsenal at 'top of the pack',"Trump wants to make sure U.S. nuclear arsenal at 'top of the pack'

In an interview with The Hill, the president-elect said new U.S. nuclear capability is not only desirable but vital to prevent nuclear proliferation.

ADVERTISEMENT

“China and Russia and others are violating all the rules,” Trump said of proliferation.



“The best way to prevent proliferation is to have a strong military.”

The president-elect added that the U.S. nuclear arsenal, now at “top of the pack,” must remain at the top of the pack.

“I think we have to substantially raise it,” he said.
",fake,fake,1
Sudan's Bashir says would support state governor in 2020 president vote,"Sudan's Bashir says would support state governor in 2020 president vote Published duration 15 July 2019 Related Topics Sudan crisis

image copyright AFP image caption The National Congress Party controls most of Sudan's population

Sudan's deposed President Omar al-Bashir has said he would support the country's next election if the election commission agrees to hold it.

Addressing the ruling National Congress Party (NCP) party, he said its candidate for the presidency should be chosen by all the parties.

The NCP announced on Friday it would field ""any suitable candidate for the 2020 presidential election"", hours after al-Bashir was deposed

The country is embroiled in a bloody conflict between the army and",fake,fake,1
Trump travel ban shows U.S. misunderstanding of anti-terror duties: Chinese state media,"Trump travel ban shows U.S. misunderstanding of anti-terror duties: Chinese state media

The Trump administration's new travel ban is in violation of international law, China says, accusing the United States of misunderstanding its obligations under anti-terrorism and refugee legislation.

The U.S. executive order temporarily halts travel to the U.S. by citizens of seven Muslim-majority countries including Syria and Iraq, and pauses the refugee program for 90 days.

The action also affects people from six other majority Muslim nations -- Iran, Libya, Somalia, Sudan, Yemen, and Syria.

In a commentary published Thursday by the official China Daily newspaper, the Chinese foreign affairs ministry said the ""unfortunate"" reaction to the",fake,fake,1
House Armed Services chairman: Trump budget not enough for U.S. military,"House Armed Services chairman: Trump budget not enough for U.S. military

Michael Tackett

6:51 AM, Mar 25, 2017

5:35 AM, Mar 25, 2017

Share Article

The Trump administration will not be able to meet the nation’s demands in the coming budget year, Chairman of the House Armed Services Committee Mac Thornberry said Saturday as Democrats and Republicans on Capitol Hill wrangled over the new administration’s proposed budget.

The Trump administration will not be able to meet the nation’s demands in the coming budget year, Chairman of the House Armed Services Committee Mac Thornberry said Saturday as Democrats and Republicans on Capitol Hill wrangled over the new administration�",fake,fake,1
Vietnamese court upholds jail term for prominent activist: lawyer,"Vietnamese court upholds jail term for prominent activist: lawyer

[HANOI] A Vietnamese court on Friday upheld a jail term of more than seven years for a leading dissident after a three-year trial, his lawyer said.[1]

The verdict in the case of Bui Diem, 54, a popular activist who is well known for his critical writing, came just a month before the country's Party Congress where the ruling Communist Party is expected to adopt a new charter that could limit term limits[2] and potentially even abolish democracy.

His father, Bui Thi Hoang, was a well-known dissident who played a key role in Vietnam's democratic movement in the 1980s.",fake,fake,1
Ex-NAACP chief Ben Jealous to run for Maryland governor,"Ex-NAACP chief Ben Jealous to run for Maryland governor

WASHINGTON (AP) -- Former NAACP leader Ben Jealous will run for governor of Maryland as an independent this year, following through on a threat to make a surprise entrance to the race.

Jealous announced his candidacy and decision to run Tuesday, saying he wants to be the next voice for Maryland's new ""coalition of the ascendant.''

Jealous, a Democrat from Baltimore's District 7, will run against incumbent GOP Gov. Larry Hogan. He said he believes Hogan's decision not to seek reelection was part of a ""calculated campaign of division and distraction designed to protect the wealthy and powerful.''

The Maryland Democratic Party issued a statement welcoming J",fake,fake,1
"Key U.S. House committee approves healthcare bill, vote set for Thursday","Key U.S. House committee approves healthcare bill, vote set for Thursday

WASHINGTON, Feb. 25 (UPI) -- A key U.S. congressional panel has approved a $1.5 trillion healthcare bill, the culmination of a months-long battle over what is seen as the most sweeping U.S. overhaul of the 35-year-old system in 50 years.

The House Committee on Energy and Commerce released a report Tuesday night recommending approval of a health bill proposed by Republican Rep. Fred Upton of Michigan and 10 Democratic and Republican members of the House of Representatives. The House has scheduled a Thursday vote on the bill.

Upton, the chairman of the committee, and the ranking Democrat, Rep. Frank",fake,fake,1
Activist Steyer expands agenda in bid to defeat 'dangerous' Trump,"Activist Steyer expands agenda in bid to defeat 'dangerous' Trump

Steyer has poured cash into campaigns, politics, climate action

By Pauline Jelinek and Mark Matthews Los Angeles Times
Posted:
02/16/2017 12:00:00 AM PST

Al Gore (center) and Democratic financier Tom Steyer (left) at the South by Southwest (SXSW) conference in Austin on March 14, 2015. In a move that has many observers concerned about the future of the Democratic Party and a potential takeover of Washington by Trump supporters, Steyer is throwing his personal fortune at the 2016 elections. (David J. Phillip/Associated Press)
(David J. Phillip)
",fake,fake,1
U.S. bomber drills aggravate North Korea ahead of Trump's Asia visit,"U.S. bomber drills aggravate North Korea ahead of Trump's Asia visit

(Reuters) - The U.S. military's latest bomber drills over the Sea of Japan, which flew so close to North Korea that Pyongyang said they constituted a ""nuclear threat"", will set the stage for U.S.-North Korea talks this week when President Donald Trump visits Asia.

North Korea slammed the drills as ""nuclear threat to our country"" in response to the exercises by the U.S. Air Force B-1B Lancer on Monday, in which the bombers flew over the Sea of Japan over Japan for a second day in a row.

The drills are part of U.S.-South Korean annual joint military exercises",fake,fake,1
Security tight as Germany marks anniversary of Christmas market attack,"Security tight as Germany marks anniversary of Christmas market attack The market reopened on December 23, 2017, nearly eight months after the attack in Berlin

BERLIN -- The Christmas market that was the scene of a deadly terrorist attack last year in Germany reopened on Thursday, resuming nearly eight months after the bloody episode that claimed 12 lives and shook Germany's capital and other cities to their core.

The Berlin market reopened its nine halls, and customers were streaming into the stalls with shoppers in tow, on a misty day when shopkeepers had warned of the risk of bad weather.

The market reopened in full force on Thursday, with stalls decorated with brightly colored lights, and shoppers were once again flocking to the stalls.

The site",fake,fake,1
Mattis slams 'false' reports on Trump request for nuclear arms hike,"Mattis slams 'false' reports on Trump request for nuclear arms hike
Published: 23 May 2018 (13:57)

General James Mattis, the US Defense Secretary, spoke in a news conference about reports of a request made by President Donald Trump to accelerate the production of new American nuclear weapons.

General Mattis, under fire over a Trump administration proposal to slash US nuclear weapons funding, was in Singapore when Trump reportedly asked the Pentagon to move faster on such a plan.

The US Defense Secretary, said on Thursday that the reports about such a plan were “absurdly wrong.”

“They are not true,” he said.

General Mattis, who described Trump as a “",fake,fake,1
France's Occitanie region calls for Spain and Catalonia peace talks,"France's Occitanie region calls for Spain and Catalonia peace talks, and it wants its independence referendum to go ahead

By Sarah Phillips

17 September 2017

The announcement of fresh Spanish mediation to help end the Catalan standoff marks a significant climbdown on the part of Prime Minister Mariano Rajoy’s conservative Popular Party (PP) and its Catalan affiliate, Ciudadanos (Citizens), and an acknowledgement by the PP and its allies of the impossibility of a negotiated solution at present.

The Spanish government’s change of tack is the result of mounting pressure from international financial institutions, European capitals and within Spain itself.

A majority of Catalans want to hold a referendum on the region’",fake,fake,1
Indonesia to reopen Bali airport after closure due to volcano,"Indonesia to reopen Bali airport after closure due to volcano

By Reuters&bullet;
last updated:
11/01/2019

JAKARTA/ISLANDS, Indonesia (Reuters) - Indonesia's president vowed on Monday to reopen Bali's popular airport on the holiday island of Lombok after it was closed for more than a week to allow authorities time to clean it and prevent new volcanic activity.

Nearly 240 people died as Mount Sinabung spewed ash and deadly rock shards around Bali's beaches when it erupted in July last year.

After Sinabung stopped erupting in August, authorities began clearing the runway and other areas around it and planned to reopen the airport in mid",fake,fake,1
"As 'Bridgegate' trial begins, New Jersey's Christie remains focus","As 'Bridgegate' trial begins, New Jersey's Christie remains focus of GOP's presidential bid

New Jersey's Chris Christie was the leading candidate among Republican governors long before he became the target of federal prosecutors' bribery investigation. Now that he’s the target, the New Jersey governor is hoping to keep his political fate in his own hands as his two-week trial for conspiring to close traffic lanes on the George Washington Bridge begins.

By

Up Next

New Jersey's Chris Christie was the leading candidate among Republican governors long before he became the target of federal prosecutors' bribery investigation. Now that he’s the target, the New Jersey governor is hoping to keep his political fate in his own hands as his two",fake,fake,1
Factbox: Belgian procedures for executing a European arrest warrant,"Factbox: Belgian procedures for executing a European arrest warrant (short version)

The number of people facing execution by the death penalty in Belgium is decreasing yearly, but the country's execution protocol appears to be relatively well prepared for an execution.

On July 11, the Belgian government approved the execution on August 21 of convicted murderer Deryck Moulaert after he was turned down for clemency, according to a statement by the Belgian Ministry of Justice on July 18.

The European arrest warrant in Belgium

On March 24, the European Union Court of Justice (ECJ) ruled in a case involving a German citizen that European arrest warrants have to be executed by the national authorities in the country where the person is.",fake,fake,1
Kremlin calls North Korea's latest missile launch another 'provocation',"Kremlin calls North Korea's latest missile launch another 'provocation'

North Korea has said it conducted a ground-to-ground missile launch from which an intermediate-range ballistic missile appeared to have exploded into a sea of ""fire"". The launch comes as US Vice President Mike Pence and South Korea's national security adviser visit Washington for talks with President Donald Trump and North Korea's leader Kim Jong Un.

The North Korean leader called the test a ""stern warning"" and said Pyongyang was ""shocked and disappointed"" by Washington's failure to use its ""significant influence"" to halt it.

Mr Pence reiterated a threat from President Trump that North Korea has become his number one threat and pledged that ""all options are on the",fake,fake,1
Romanian protesters halt building of Xmas fair at protest site,"Romanian protesters halt building of Xmas fair at protest site

”I did not think I would ever be involved in a demonstration at Christmas time,” said Danuta, 41, who declined to give her last name.

”I’d like to be home with my children. It’s not worth the risk.”

The protesters’ main problem remains the government’s response to the conflict in Transnistria. They remain wary of any involvement that might make things worse, at least for themselves.

”What we want, above all, is peace,” says Danuta, ”because the war has been going on for too long now.",fake,fake,1
U.S. budget chief Mulvaney says CFPB staff should 'disregard' deputy director: memo,"U.S. budget chief Mulvaney says CFPB staff should 'disregard' deputy director: memo Mulvaney says CFPB should allow acting director to make major changes to agency: memo

By:
Associated Press

April 13, 2018

A budget office memo obtained by The Associated Press shows that top officials plan to move aggressively to restructure the powerful consumer protection agency as soon as next week — despite objections from its deputy director.

Mick Mulvaney, President Donald Trump’s budget director, wants to change the agency’s leadership structure. He also wants CFPB acting director Mick Mulvaney to take charge of the agency and “disregard”",fake,fake,1
South African security agency files legal complaint against Zuma author,"South African security agency files legal complaint against Zuma author

South African police have opened their own investigations against the author of a controversial book critical of President Jacob Zuma.

The Hawks, a special investigative unit within the South African Police, opened an investigation against author Kgomotso Motsoeneng for possible allegations of contempt of public office and for the offence of sedition.

The allegations were made after Zuma’s supporters accused Motsoeneng of defaming the leader’s personal character in his book, The President That I Sat With, which was published last month.

Zuma’s lawyer, Advocate Daniel Mantsha, who said he was authorised to speak on his client�",fake,fake,1
Merkel wants outline coalition deal with SPD by mid-January,"Merkel wants outline coalition deal with SPD by mid-January

German Chancellor Angela Merkel made a strong pitch for a new coalition Tuesday in a bid to secure a clear majority for passing a law on the euro crisis, in tandem as the German parliament approved measures to tackle bank losses.

Ahead of a meeting with SPD party (Social Democrats) leader Sigmar Gabriel on Wednesday, the chancellor also said that the parties must have an outline coalition agreement in place by mid-January.

Speaking at a press conference in Berlin, Merkel said this was important because it was no longer enough simply to have reached an agreement in principle.

“We want an agreement (on the framework for a government) within the next few days,",fake,fake,1
No vote on healthcare bill this week in U.S. House,"No vote on healthcare bill this week in U.S. House: GOP leader

WASHINGTON, June 24 (Reuters) - House Republican leaders will not have a vote this week on a GOP healthcare bill to dismantle President Barack Obama's 2010 healthcare law, but will instead hold multiple votes over the next two weeks on amendments that could influence the legislation.

The vote scheduled for Thursday is not expected to fail and is designed to help the party back from its biggest legislative defeat since losing control of the House in 2010.

At issue is a procedural move Republicans are making as they try to make changes to their bill to stabilize the individual health insurance markets, which are in chaos because of a massive insurer exodus from Obamacare exchanges in the first year of",fake,fake,1
Obama signs into law opioid addiction bill to protect newborns,"Obama signs into law opioid addiction bill to protect newborns

President Obama signed into law early Thursday a bill aimed at combating the country's opioid abuse epidemic, including a provision passed in response to the accidental overdose death of a 23-year-old college student who used his mother's painkiller prescription.

The measure, known as the SUPPORT for Patients Over Drug Supply Providers and Communities Act, or Safe Home Act, is the most stringent set of laws aimed at doctors and pharmacists in the country. It tightens up the nation's prescription drug monitoring program law by increasing mandatory reporting of information about opioid prescriptions and requiring drug wholesalers and drug companies to share prescriber-identifying information with one another to more efficiently track and crack",fake,fake,1
"Russia, U.S. stalemate over Syria chemical weapons inquiry","Russia, U.S. stalemate over Syria chemical weapons inquiry

WASHINGTON/BEIRUT — The U.S. and Russia finally agree on the basics of a deal that will lead to the removal of Syria’s chemical weapons, but the details remain a mystery.

They are agreed, if not entirely clear: In exchange for the disarmament and the accompanying economic package proposed by the United States, the country will be free of chemical arms to which the U.S. objects. Russia has been a staunch backer of Syria for years in its bloody civil war.

The proposal would require Syria to sign on to a “comprehensive mechanism” to identify, secure and destroy the thousands of tons of",fake,fake,1
Senator McCain wants hearing on possible F-16 sale to Pakistan,"Senator McCain wants hearing on possible F-16 sale to Pakistan

posted at 3:46 pm on October 29, 2012 by Allahpundit

Sens. John McCain and Lindsey Graham sent a letter to Defense Secretary Leon Panetta on Wednesday urging that he request a hearing on possible F-16 sales. Pakistan’s military is a top arms dealer in the world, and it’s unlikely Panetta would have any trouble getting the GOP senators on board. The Obama administration has already announced the F-16 sales, which, it asserts, are part of a larger arms package that also includes M-1 Abrams tanks and Harpoon missiles. For once, the senators actually sound like they agree with this reasoning. McCain and",fake,fake,1
Trump discusses immigration ideas in dinner with Republican lawmakers,"Trump discusses immigration ideas in dinner with Republican lawmakers

White House Photo by Pete Souza

WASHINGTON —President Donald Trump, in a White House meeting with a group of Republican senators on Tuesday, laid out a proposal to shift the U.S. immigration system away from illegal entrants to those with green cards who are legal permanent residents and U.S. citizens to ensure the nation doesn’t allow those who come to the country illegally to settle in the United States.

His ideas, which were first reported by The Associated Press, represent a significant departure from the Obama administration’s policy of sending illegal immigrants who are apprehended to detention centers and deportation hearings.

Trump will be meeting Wednesday with a bipartisan group of senators at",fake,fake,1
