title,text,subject,date,label
Russia may seize U.S. property if its own compounds not returned: Kommersant,"Russia may seize U.S. property if its own compounds not returned: Kommersant's head of foreign business Andrei Kuznetsov was the source of the information. A Kommersant reporter says that foreign business and business in Russia are about to become the target of sanctions.

""If Russia has no American property returned by the end of the year,"" Kuznetsov is quoted as saying. ""We will start to look for property"" of other countries, he specified. The Kommersant reporter also says that Moscow has already started to look for property in Ukraine.

Ukraine's Foreign Ministry has called on the United States, the European Union and the Organization for Security and Cooperation in Europe to immediately return",fake,fake,1
Puerto Rico governor cites 'sharp contrast' with island's overseers,"Puerto Rico governor cites'sharp contrast' with island's overseers as she seeks more US$5 billion in debt relief for Caribbean commonwealth.

RICOKE, Trinidad — The U.S. territory's new governor says she'll be looking to her Caribbean twin for economic help, but she also wants to know how long it'll take to work through her long list of challenges, including an ongoing humanitarian crisis.

As officials in Puerto Rico's self-governing commonwealth try to recover from a devastating year-old storm, Elizardo Sánchez says he will be turning to his twin in a bid to strengthen the economy there. Puerto Rico was plunged into a deep recession by Hurricane Maria's destruction of",fake,fake,1
Trump's son-in-law Kushner to become senior White House adviser,"Trump's son-in-law Kushner to become senior White House adviser The move comes after Mr Trump's son-in-law was a subject of anti-Trump text messages between FBI officials.

President Donald Trump's son-in-law and senior adviser Jared Kushner has been named his senior adviser on the White House's National Security Council, the White House announced on Wednesday.

The Kushner move is the latest in Mr Trump's ""rapid-fire"" reshuffling of top aides since he took office on January 20.

Senior aides have been moved out of Mr Trump's orbit, with chief of staff Reince Priebus replaced by former Homeland Security Secretary John Kelly, chief strategist Steve Bannon sidelined by a new chief of staff",fake,fake,1
U.S. does not recognize Kurdish independence vote in Iraq: Tillerson,"U.S. does not recognize Kurdish independence vote in Iraq: Tillerson

Kurdish peshmerga fighters run past the Erbil-Amerli highway during clashes with Islamic State fighters at the outskirts of a predominantly Kurdish town, 25 kilometers (15 miles) from the Iraqi city of Erbil, in the Kurdistan region June 30, 2014. Photo by Stephen Shaver/UPI | License Photo

June 30 (UPI) -- The State Department on Thursday defended the U.S. government's response to Iraqi Kurdish votes in favor of independence from its north, a day after officials announced the United States would halt its military aid.

In a statement Thursday, a State Department spokesperson said the U.S. does not",fake,fake,1
Trump says Russia hurting U.S. efforts on North Korea nuclear issue,"Trump says Russia hurting U.S. efforts on North Korea nuclear issue

In this May 24, 2017 file photo, Russian Minister of Defense, Gen. Sergei Shoigu, left, stands with his U.S. counterpart, Army Gen. Joseph Dunford, as Dunford, left, speaks with other military leaders from the United States, Singapore, and South Korea during a trilateral security talks at the Ministry of National Defense in Beijing's coastal city of Qingdao, China. (Li Hui/The Asahi Shimbun via AP, File)

TOKYO — President Donald Trump on Saturday warned Russia of ""severe punishment"" if it doesn't stop supporting North Korea's nuclear and missile provocations as the",fake,fake,1
"Danish PM's party dealt blow at local election, Social Democrats gain","Danish PM's party dealt blow at local election, Social Democrats gain ground

By Jan-Erik Stohrholm and Jonathan Head in Copenhagen and Jørgen Braunkow in Berlin

11 May 2015

The Danish Social Democrats (Social-Demokraterne, or SD) are celebrating a major victory in Danish local elections on Sunday, according to final results. Despite a slump in their national vote share and a continued decline in the share of the vote for the Danish People’s Party (Dansk Folkeparti, or DF), the Social Democrats, led by Anstrengter Justitsminister Helle Thorning Schmidt, have gained ground in the wake of the party’s",fake,fake,1
"Trump foreign policies could hurt, help his business empire","Trump foreign policies could hurt, help his business empire: Inside Trump's potential conflicts of interest

President-elect Donald Trump may soon be in charge of U.S. foreign policy, but a long, complex web of interests is already intertwined at the highest levels of his company that could present conflicts of interest on a grand scale.

The question remains: How will Trump and the rest of the administration’s team navigate the sometimes murky line between public service and profiteering?

“They are going to have to be very careful in terms of how he makes decisions,” says Dan Stein, a former Pentagon official and professor of presidential studies at the University of Texas. “If he is not careful, he",fake,fake,1
China says opposes unilateral sanctions after new U.S. curbs target North Korea,"China says opposes unilateral sanctions after new U.S. curbs target North Korea

Xinhua | Updated: 2018-11-18 02:13:28

BEIJING (China Daily) — China opposes unilateral U.S. measures targeting North Korea after the U.S. unilaterally toughened sanctions, and it will continue to maintain a positive attitude toward resolving the nuclear issue on the Korean Peninsula through dialogue, a senior Chinese diplomat said on Wednesday. Speaking at a regular conference call, the Chinese Minister of Foreign Affairs Wang Yi said that China opposed all forms of unilateral sanctions against the Democratic People's Republic of Korea (DPRK, North Korea's official name). ""China opposes unilateral U.S. measures targeting the",fake,fake,1
"Trump tries to move past controversies, says he is keeping promises","Trump tries to move past controversies, says he is keeping promises he made to voters

At the White House, President Donald Trump has spent much of the first month of his term trying to change the subject from a string of controversies and crises, and has spent another two days since taking office trying to make good on a promise to keep all the campaign pledges he made to the American people.

But it’s clear the president has his work cut out for him if, in the words of one White House aide, he wants to move past these controversies, which include Trump’s first executive order and his firing of Attorney General Jeff Sessions.

Trump’s “promise to the American people was that he would",fake,fake,1
Santorum to pull out of Republican White House race: CNN,"Santorum to pull out of Republican White House race: CNN

In this image provided by The Daily Caller, Rick Santorum, center, participates in an interview with CNN Anchor Wolf Blitzer at a Republican Jewish Coalition event in Washington, Wednesday, Jan. 27, 2012. A top ally of former Pennsylvania Sen. Rick Santorum said Wednesday that the former U.S. senator will not seek the Republican presidential nomination in a vote next week. Former Massachusetts Gov. Mitt Romney is expected to be declared the GOP nominee at the party's convention in Tampa, Fla., next Thursday. (AP Photo/The Daily Caller, Steve Kattner)

WASHINGTON -- Former Pennsylvania Sen. Rick Santorum will end his White House bid after failing to win",fake,fake,1
"Japan, U.S. agree economic talks should produce 'concrete results' near term","Japan, U.S. agree economic talks should produce 'concrete results' near term

Reuters Staff

3 Min Read

TOKYO (Reuters) - Japan and the U.S. agreed to hold ""constructive talks"" on economic policy this month, as a deepening downturn in their trade war took a new turn in the balance of power following renewed negotiations by the United States.

The two largest economies are seeking to reduce their tensions over trade and tariffs, which threaten the global economy, and are scheduled to meet again in Washington on April 26-27. Both sides have also indicated they are interested in seeking to resolve the dispute over Japanese purchases of U.S. farm goods, although they have yet to agree",fake,fake,1
Measure to hike California's minimum wage to $15 qualifies for ballot,"Measure to hike California's minimum wage to $15 qualifies for ballot

Lines of support

The Fair Wage Act, a ballot initiative that would make California the first state to raise the minimum wage to $15 per hour, has reached the threshold to qualify for the November 2016 ballot.

Photo: John Gibbins, San Diego Union-Tribune

The Fair Wage Act, a ballot initiative that would make...

Photo: John Gibbins, San Diego Union-Tribune

The Fair Wage Act, a ballot initiative that would make... Photo-13371735.254074 - San Antonio Express-News

Image 2 of 12

The petition is nearly filled out for the Fair",fake,fake,1
Obama spars with Cuba's Castro over human rights in historic visit,"Obama spars with Cuba's Castro over human rights in historic visit

Cuban President Raul Castro (L) and U.S. President Barack Obama (R) shake hands at the Palace of the Revolution following their meeting in Havana, Cuba, Friday, March 21, 2016. Obama and Castro will hold the two-hour meeting as the two nations try to put the past behind them more than half a century after the United States overthrew Cuban leader Fidel Castro. (Alex Gonzalez / Associated Press)

HAVANA - President Barack Obama met the Cuban leader Raúl Castro on Friday before a potentially historic breakthrough on human rights and other issues, the first time a U.S. president has sat down for direct talks with the",fake,fake,1
Republican Senator McCain will return Tuesday for healthcare vote,"Republican Senator McCain will return Tuesday for healthcare vote-a-rama

(Photo: Screen capture of Sarah Palin via YouTube)

(CNSNews.com) - Sen. John McCain (R-AZ) plans to return to Washington, D.C. on Tuesday for the second of his ""series"" healthcare vote-a-rama.

It will be McCain's second healthcare vote-a-rama this month where he will take to the floor of the U.S. Senate for a marathon vote on legislation to repeal the Patient Protection and Affordable Care Act (PPACA).

The first healthcare vote-a-rama came on February 27, following Sen. Robert Portman (R-OH)'s speech",fake,fake,1
Two Danish journalists wounded in Islamist knife attack in Gabon,"Two Danish journalists wounded in Islamist knife attack in Gabon Published duration 20 June 2018

image copyright AFP image caption The incident took place near the end of a free music concert attended by around 20,000 people

Two Danish journalists have been wounded in an attack by Islamist gunmen in the central African Republic of Gabon.

The journalists worked for the TV channel TV 2. They were attacked near the end of a free music concert attended by around 20,000 people.

The two were treated and released from hospital, but the wounded cameraman was in a serious condition, officials said.

Gabon has been hit by several attacks, including the murder of three French tourists in 2016.

In one of the most recent",fake,fake,1
McCain calls on Trump to help Ukraine against Russia attack,"McCain calls on Trump to help Ukraine against Russia attack McCain says Trump should make sure Ukrainian forces are not ‘cheated’ again in the election

The Arizona senator says he’s spoken with the president about military aid. “To be clear, I’m speaking about the possibility of lethal defensive weapons.” McCain calls on Trump to help Ukraine against Russian attack

Republican Sen. John McCain on Monday said President Trump should help Ukraine’s military against Russia.

McCain, the chairman of the Armed Services Committee, spoke during an exchange of views on a U.N. Security Council meeting about Russia’s invasion of Ukraine’s Crimea region. Trump has taken a tough stance",fake,fake,1
Obama says urges a wait-and-see approach on Trump proposals,"Obama says urges a wait-and-see approach on Trump proposals

President Barack Obama talks about his decision to not veto a congressional spending bill during a press conference at the White House in Washington, June 8, 2017 (Zach Gibson/Reuters)

President Barack Obama said Tuesday that he would wait and see how Republican and Democratic lawmakers respond to the White House's proposal for $1.5 trillion in spending cuts before deciding whether to veto the measure.

""If it's a deal that we can build, that takes us to the right direction, then we'll see if there are any red lines that I can find that I need to draw, and we'd hope to do something then,"" Obama said on the White House driveway",fake,fake,1
Anti-Trump protesters: patchwork of people and Facebook pages,"Anti-Trump protesters: patchwork of people and Facebook pages calling Donald Trump their nemesis

The anti-Trump movement is taking shape as more than 3,000 people around the country have joined a Facebook page called ""Women Against Trump"", including members of the National Women's Political Caucus (NWPMC) and a number of Republican women. The Facebook post, which includes a link to a similar page in New York, calls on women to ""take back our country"" in the presidential election in November.

Many who are unhappy with the businessman's plans to dismantle environmental regulations and cut taxes have found their voice in thousands of pages calling themselves ""The Great America PAC."" There are also groups with a number of supporters, like ""Trump",fake,fake,1
Senate Democrats ask Trump attorney general pick to recuse himself from Russia probes,"Senate Democrats ask Trump attorney general pick to recuse himself from Russia probes

The demand, sent Monday, came in the wake of a Washington Post report that Trump attorney general nominee William “Bill” Barr worked with the Bush administration to stonewall efforts to release the government’s files on Bush’s torture program and other interrogation techniques used at secret interrogation centers in Eastern Europe in the years following the 9/11 attacks.

AD

AD

The demand was issued to Alabama Republican Sen. Richard C. Shelby, the top Republican on the Senate Judiciary Committee.

The letter to Shelby was written by California Democratic Sen. Dianne Feinstein and signed by the panel’s top Democrat, Vermont independent Sen",fake,fake,1
"Trump to meet Canada's PM amid tensions over trade, immigration","Trump to meet Canada's PM amid tensions over trade, immigration

WASHINGTON (Reuters) - U.S. President Donald Trump plans to meet Canadian Prime Minister Justin Trudeau at the White House on Wednesday to resume stalled NAFTA talks and push back against a House of Representatives committee recommendation to block U.S. firms from moving their legal headquarters out of the country.

The Republican president is pressing ahead with planned changes to NAFTA, one of the first major legislative moves of his presidency, though critics and lawmakers on both sides of the aisle say they fear Trump's move will harm American workers, drive up prices for consumers and force more American jobs to cross borders.

A Democratic group issued a statement on Wednesday suggesting Trump's meeting with Trudeau would be",fake,fake,1
Israel says it foiled planned ISIS-inspired attack at Jerusalem holy site,"Israel says it foiled planned ISIS-inspired attack at Jerusalem holy site



Israeli police said on Tuesday an Israeli couple were targeted by Palestinian who was allegedly on a mission to kill the Israeli people on the Temple Mount

A member of Islamic State group, who had ties to the man who stabbed two Israeli police officers on the Temple Mount on Monday, is dead. According to Israeli Minister of Public Security Gilad Erdan, the Islamic State member was gunned down on the Temple Mount

The body of the dead Islamic State member was found with the severed head of an 8th century decapitation head from the Western Wall

The incident, which was allegedly ISIS inspired, was reportedly thwarted before it could happen

Erdan said",fake,fake,1
Trump threat to run as independent counterproductive: party chief,"Trump threat to run as independent counterproductive: party chief

New Delhi, July 5 (IANS) President Pranab Mukherjee has said the BJP leader’s threat to run the country as an independent was a “counterproductive” step, and suggested that the party should avoid “irresponsible statements” of this nature.

At a rally in Delhi on Sunday, Modi had threatened to step down as Prime Minister if he did not get support for his government in parliament.

“Those who are responsible for today’s situation should shoulder their responsibility. I do not mind being the Prime Minister,” he had said.

Mukherjee said that it was a matter of",fake,fake,1
German official warns U.S. not to use sanctions for industrial policy,"German official warns U.S. not to use sanctions for industrial policy

Boris Johnson, the British foreign secretary, is warning that U.S. sanctions on Iran will not be allowed to block the country from developing its oil resources.

Johnson told an audience in Munich that the “sanctions regime does not work” and that the “Iranians will not let it block their oil.”

Johnson said: “You can’t say they can’t do this. They will find a way through. They will not let sanctions block development.

“They will not let sanctions block the development they seek. No economic sanctions, certainly at this point in time, will stop",fake,fake,1
U.S. House Republicans finalize list of rules to kill in Wednesday vote,"U.S. House Republicans finalize list of rules to kill in Wednesday vote

The GOP plan would kill more than 15 consumer and business protections and roll back other rules, such as environmental, health and safety laws, the administration argues, making it easier for companies to pollute, hurt workers and consumers and cut safety standards.

The House Rules Committee is expected to roll out a final version of rules to be voted on Wednesday, when the House of Representatives is expected to pass the measure.

The rules package includes a raft of changes to food safety regulations, including slashing the Food and Drug Administration’s budget and its ability to protect consumers from products with tainted or harmful ingredients, and delaying rules requiring foods to include country-",fake,fake,1
Indian police arrest Christian priest after complaint by Hindu group,"Indian police arrest Christian priest after complaint by Hindu group

Srinagar, India, Aug. 17 (Compass Direct News) – Hindu vigilantes have accused a Roman Catholic priest of attempting to convert members of his church in Kashmir while he was conducting prayers last year, although police have yet to charge the priest or to formally arrest him.

Dharmendra Bhat, the chief of the Roman Catholic Diocese of Charduh, was arrested after a complaint by the Vishwa Hindu Parishad (World Hindu Council or VHP), which accused him of trying to convert Christians from July 28-30, according to the pastor of the church and members of the church who are based in the national capital.

“At around",fake,fake,1
U.S. list of NAFTA goals 'not earth-shattering': Canada source,"U.S. list of NAFTA goals 'not earth-shattering': Canada source

A Canadian press report says the U.S. has released a list of goals for the new NAFTA, but it contains little of the dramatic change from the previous deal being demanded by U.S. politicians. (JOE KLAMAR/AFP via Getty Images)

The United States has released a list of goals for the new North American Free Trade Agreement, but its content contains little the dramatic change from the previous agreement being demanded by U.S. politicians.

The White House Office of Management and Budget on Thursday released a three-page ""NAFTA Agenda for Public Comment,"" which it said would represent a ""consensus""",fake,fake,1
"Trump will accept election results if it's fair, his son says","Trump will accept election results if it's fair, his son says

Trump's son, Donald Trump Jr., said that on Tuesday night President Trump's team wants a “fair” result.

https://lima.eagleeye.co/2017/12/20/trump-sons-election-results-fair/#.WxXgKzVwFd.twitter

So far, President Donald Trump and Vice President Mike Pence, along with top White House officials, have declined to call for Hillary Clinton and the Democrats to concede Tuesday night’s presidential election.

According to CNN, Trump Jr. told reporters over the phone on Tuesday night: “If it’s",fake,fake,1
"Possible Thales, Leonardo role in Franco-Italian ship talks: sources","Possible Thales, Leonardo role in Franco-Italian ship talks: sources

Published
Friday 22 December 2014 | 09:53 AM

Paris and Ancona, Dec. 20, 2014 - France and Italy have begun secret ship talks to build a joint Franco-Italian class of multirole ships capable of deploying a variety of weapons in one flight to conduct naval warfare operations in the Mediterranean Sea.
Domenico Spano

Paris and Ancona, Dec. 20, 2014 - France and Italy have begun secret ship talks to build a joint Franco-Italian class of multirole ships capable of deploying a variety of weapons in one flight to conduct naval warfare operations in the Mediterranean Sea, according to industry sources.

The",fake,fake,1
Trump pick for China ambassador sees 'win-win' boost to trade ties,"Trump pick for China ambassador sees 'win-win' boost to trade ties

Stephen J. Vaughn is expected to become the next ambassador to China, as a US-China trade war continues to escalate.

Story highlights

U.S. Treasury plans to sell $40 billion in corporate debt this year

Chinese Foreign Ministry spokesman says the move will have a negative impact on the market

The U.S. says if Beijing refuses to buy the government debt, the ""tough choices"" will be made

U.S. Vice President Mike Pence was in Beijing on Tuesday for talks with President Donald Trump's new top trade negotiator, but he and President Xi Jinping met separately.

A senior U.S",fake,fake,1
U.S. Commerce nominee Ross calls China 'most protectionist' country,"U.S. Commerce nominee Ross calls China'most protectionist' country

Reuters Staff

1 Min Read

May 23 (Reuters) - U.S. Commerce Secretary nominee Wilbur Ross is “disappointed” that President Donald Trump did not name any major business figure to head his economic advisory council, a source familiar with Ross’s thinking said on Tuesday.

The person, who asked not to be identified discussing the sensitive subject ahead of Ross’s nomination hearing by the Senate Commerce Committee, had said Ross had told some people privately that he did not want to be involved in Trump’s advisory council, a group the president disbanded last week. (Reporting by Aradhana Aravind",fake,fake,1
"Medical students, faculty rally to try to save Obamacare","Medical students, faculty rally to try to save Obamacare

NATION – Some 2,500 medical students, residents and residents-in-training gathered at Indiana University at Bloomington (IU) on Feb. 8. Their aim was to keep the Affordable Care Act alive.

To many of the participants, the health-care system is a mess.

Some in the crowd, however, are actively opposed to the new law, and the demonstration was a way for them to get their message across. Many demonstrators were frustrated with the state of the health care system, in which health insurance premiums have risen so much that many are unable to pay for basic medical care, and they were happy to go on record that they wanted a “",fake,fake,1
Turkey chides Arabs for 'weak' reaction ahead of Jerusalem summit,"Turkey chides Arabs for 'weak' reaction ahead of Jerusalem summit

Turkish Foreign Minister Mevlut Cavusoglu said Palestinian President Mahmoud Abbas should not underestimate the power of Turks that are fed up with the ""weak and weakly"" attitude of the Palestinian officials in the face of recent Israeli measures in Jerusalem.

""If they think we will take this lying down, they'd better think again,"" Cavusoglu said on Sunday, referring to the Palestinian leadership.

""They should know that the Turkish public is fed up with their weak and weakly attitude,"" he added.

Cavusoglu was talking to reporters after a closed-door summit of Turkey and the Arab countries in Istanbul that was dedicated to the issue",fake,fake,1
Trump's choice for U.S. attorney general says he can stand up to him,"Trump's choice for U.S. attorney general says he can stand up to him

This week, President Donald Trump tweeted: “I can be very tough, and even a lot of fun.” On Wednesday, he nominated former Alabama Attorney General Jeff Sessions to be the nation’s 45th attorney general, a job that requires loyalty to the president.

Sessions, who met with Trump shortly before his nomination, is expected to be confirmed by the Senate in short order. His history of controversial statements and beliefs, including some of which have run counter to Trump’s more recent positions, could challenge Trump’s legal authority if they are revealed. But Sessions can also be expected to take a hard line",fake,fake,1
"Trump says travel ban should be 'larger, tougher and more specific'","Trump says travel ban should be 'larger, tougher and more specific' The president also announced an end to the program for U.S. citizens to come to the country.

President Donald Trump on Friday said he wouldn't completely halt the ""DACA"" program, in which hundreds of thousands of people brought to the U.S. illegally as children have been allowed to stay.

""I actually am considering a full and complete shutdown of our Southern Border,"" he told reporters at the White House. ""I may do that.""


Trump said he wants the program to be ""larger, tougher, and more specific,"" and said its fate would have to be decided in negotiations with congressional Democrats.

""We are",fake,fake,1
Trump says he and China's Xi to try to end opioid crisis,"Trump says he and China's Xi to try to end opioid crisis

WASHINGTON (Reuters) - U.S. President Donald Trump said on Friday he and Chinese President Xi Jinping would try to end the opioid crisis in the United States, one of his signature campaign pledges.

Trump said he had a “very, very good” phone call with Xi about the crisis and said they would try to work with Mexico to solve the problem.

“It’s a problem that needs to be fixed,” he told reporters in the Oval Office.

He did not say how far they had gotten. Mexico is the biggest source of illicit U.S. drugs, and its officials were involved in a summit",fake,fake,1
Sen. McConnell says expects Puerto Rico funding request by mid-October,"Sen. McConnell says expects Puerto Rico funding request by mid-October

Faced with a $4.5 billion funding gap, Puerto Rico Gov. Wanda Vázquez announced a multi-pronged emergency funding plan Wednesday to get the government’s finances on a more sustainable path.

But while the governor outlined a series of measures, including cutting $2 billion in costs, that she said would lead the island closer to financial sustainability, the plan did not include a request to Congress for congressional authorization for the actions.

Instead, Vázquez said that she expects to have a request for emergency funds before the mid-October deadline for U.S. lawmakers to pass spending bills to fund all of the",fake,fake,1
"Sudan general, nine soldiers killed in Darfur clashes: SUNA","Sudan general, nine soldiers killed in Darfur clashes: SUNA

December 14, 2012

NileNews

Sudanese soldiers on Monday fought gun battles in and around El Fasher, the capital of the Darfur region, killing at least nine soldiers, according to official Sudanese news agency SUNA.

The fighting erupted during an operation by the Sudan Liberation Army (SLA) in El Fasher, after a group of suspected members had attacked a military base, said the official.

Sudanese forces have not responded to a Sudan Tribune request for comment on the clashes.

The SLA was formed in August 2011, after longtime President Omar al-Bashir declared an",fake,fake,1
"For Chinese officials, Trump perhaps better the devil they don't know","For Chinese officials, Trump perhaps better the devil they don't know than the one they do -- at least as long as his trade policy is in effect.

The People's Republic is a country of 1.3 billion people where the average citizen can only imagine the potential of the internet, and a handful know the full details of the recent China-U.S. trade agreement, the U.S. Mexico Canada Agreement (USMCA).

The details of USMCA are still emerging, but one thing is clear, U.S. President Donald Trump's threats to impose additional tariffs on Chinese goods have forced Beijing's hand. At long last, Chinese officials are ready to engage with the U.S. on these issues",fake,fake,1
Brazil seeks to revoke asylum of Italian ex-guerrilla convicted of murder,"Brazil seeks to revoke asylum of Italian ex-guerrilla convicted of murder

A former Italian leftist guerrilla and former member of the Italian Red Brigades who escaped prison while serving a 15-year sentence for a 1978 murder is facing expulsion from Brazil after prosecutors there launched an investigation into his claim for asylum.

Fabio Tullo, a former member of the Italian Communist Party (PCI) as well as of the Italian People’s Liberation Movement (ML), was sentenced in March 2015 to 15 years behind bars after a military court in Rome found him guilty of murdering in 1978, three years after escaping Italy during a police raid in which six people were arrested.He escaped after being transferred to San Paolo prison in Milan, where",fake,fake,1
"Nothing should change, says Britain in bid for post-Brexit security pact","Nothing should change, says Britain in bid for post-Brexit security pact with E.U.

LONDON — As Brexit looms, Britain has begun an attempt to secure the rights of its citizens living within the borders of the European Union once the U.K. leaves, an unprecedented attempt to secure British nationals' continued access to EU institutions after 2020.

The U.K. has been seeking a ""status deal"" with the EU since the referendum in June 2016, which has become more urgent amid the continued uncertainty over the terms under which the U.K. will leave the E.U. later this year. Though Prime Minister Theresa May announced last month her intention to trigger Article 50 of the European Union's Lisbon Treaty, the",fake,fake,1
Kushner to make statement to the press after speaking to lawmakers,"Kushner to make statement to the press after speaking to lawmakers

KUSHNER TO MAKE STATEMENT TO THE PRESS AFTER SPEAKING TO LAWMAKERS

By:

Robby Soave and Christopher Stroik,

July 25, 2019 — Trump’s son-in-law and adviser Jared Kushner will be making a public statement to reporters following testimony to a Senate and House committee Wednesday and then will speak to reporters on Thursday, according to sources with knowledge of the matter.

Kushner is expected to address his contacts with the Russian ambassador following revelations that he had met with the man in the final year of the 2016 campaign.

Kushner’s testimony Wednesday comes as the",fake,fake,1
