title,text,subject,date,label
Co-leader of Germany's far-right AfD to quit in major blow,"Co-leader of Germany's far-right AfD to quit in major blow to party after becoming a hate figure in local elections

Joerg Meuthen, co-leader of AfD, said party'should not be responsible' for comments made by leader Frauke Petry

She was recorded saying Germany was suffering 'Islamization'

She was also heard saying Muslims had no sense of guilt for Germany's actions during WWII

Voters turned on AfD but party still won enough votes to enter Bundestag

AfD is currently the third most popular party in Germany

Leaders of Germany's far-right AfD have announced that one of its co-leaders will be quitting the party.
",fake,fake,1
German admits selling gun to Munich attack shooter,"German admits selling gun to Munich attack shooter, had earlier purchased explosives for mass murder

By Steve Watson

The German Foreign Ministry says that an employee of German firm Thule, which produces arms for NATO forces, sold an assault rifle to an 18-year-old suspected of killing nine people at a German asylum center — though this weapon was not used when the gunman was subdued.

The Daily Mail reports:

‘The Foreign Ministry said the man had been accused of helping the teenager acquire the weapon and the suspect had admitted the possession of two grenades and 50 bullets for the rifle, which he did not use in the rampage.

The ministry said the employee had been sacked and was now cooperating and assisting in the investigation",fake,fake,1
"In schools and hospitals, Turkey carves north Syria role","In schools and hospitals, Turkey carves north Syria role

Turkey’s border with Syria is now closed, but Turkish President Recep Tayyip Erdogan is still expanding his nation’s role there. A year ago, Ankara made big promises to Syrian Kurds to stabilize parts of the border area. Now, Ankara is keeping its promises.

Turkey is establishing a buffer zone in Northern Syria. It has set up camps for some of the Syrian armed opposition to train there. It’s also helping the Syrian government in an effort to “clean” villages along the border and prevent the return of Syrian refugees. But the biggest gain for Ankara is access to its air base in Konya province.

Turkish President Recep Tayyip",fake,fake,1
Pennsylvania $2 bln budget gap is 'time bomb': governor,"Pennsylvania $2 bln budget gap is 'time bomb': governor

The Pennsylvania budget gap, one of the biggest in the nation, is a ""time bomb"" that will continue to increase unless state spending is balanced, Gov. Ed Rendell said on Thursday.

The state faces a deficit of more than $2 billion for the 2010-11 fiscal year, a sum Rendell said he would not try to reduce because he does not want to leave the state with a deficit in the future.

""In Pennsylvania, deficits are always a part of our budget and it's going to be no different,"" he said at a news conference.

""And there's no way to get the debt down without the deficit.",fake,fake,1
Highlights: The Trump presidency on April 21 at 6:12 p.m. EDT/2212 GMT,"Highlights: The Trump presidency on April 21 at 6:12 p.m. EDT/2212 GMT:

White House Press Secretary Sean Spicer said Trump’s executive order “reinstated the protection of the rule of law in our country.”

Trump called the order “a bold action to dismantle the dangerous and onerous restrictions” put in place by the Obama administration, but he did so “with a single voice, with a single American hand.”

“I know I speak for all when I say that what we have done today is a first step toward fulfilling that long-held promise.”

White House spokeswoman Sarah Huckabee Sanders said the order “",fake,fake,1
Michigan governor expects no charges over Flint crisis: newspaper,"Michigan governor expects no charges over Flint crisis: newspaper

Rochester, Mich. - Michigan's Republican governor on Friday insisted he won't be charged with a crime over the Flint water crisis, and said he expects it will be a year or two before the investigation into the ongoing scandal is complete.

""There's no sense in speculating as to what will happen in the way of criminal charges,"" Republican Gov. Rick Snyder said during an interview at the Detroit Economic Club. ""It's really important to understand that the investigation is ongoing.""

Snyder said he knows many people, including himself, in the Flint community who have been affected by the water contamination.

""I'm a governor and a father,"" he said",fake,fake,1
France sees U.S. strike on Syria as tool to push for peace talks: Hollande,"France sees U.S. strike on Syria as tool to push for peace talks: Hollande

France on Thursday expressed its ""strongest condemnation"" of the U.S. military strike on Syria, calling it a ""violation"" of international law and threatening retaliation if Syria were to unleash its chemical arsenal.

""The strike on Syria yesterday is a violation of the international law and international security,"" French President Francois Hollande said during a televised address outside the Elysee Palace, flanked by his two deputy prime ministers and his foreign minister.

""It will not succeed in stopping Syrian chemical weapons from being deployed against the Syrian people. They will strike back. We will retaliate,"" he added.

""France will act to protect its",fake,fake,1
Clinton expands lead over Trump to 13 points: Reuters/Ipsos poll,"Clinton expands lead over Trump to 13 points: Reuters/Ipsos poll

Democratic presidential candidate Hillary Clinton has increased her support among likely voters to 41.6% – her best showing since the end of July – after a week of campaigning and a debate where she came out on top of Donald Trump, according to a Reuters/Ipsos poll released on Tuesday.The poll, which interviewed 2,039 people between Oct. 14 and 19, had the race deadlocked at 38.9% for Clinton and 37.3% for Trump.It also showed that 45.1% of people wanted Clinton to win, compared to 38.8% for Trump. It was the first time that more people said they wanted to see Clinton",fake,fake,1
Ryan opposes Trump working with Democrats on healthcare,"Ryan opposes Trump working with Democrats on healthcare: 'Is this a joke?' GOP Rep. Chris Collins (N.Y.) said the health care bill being drafted by the White House would not include funding for his son's cancer treatment. (Julie Percha/The Washington Post)

The House on Monday took its first significant step toward overhauling the Affordable Care Act as the Trump administration continues to weigh options for a major health-care overhaul.

With a vote of 234 to 188, the House passed the American Health Care Act, a Republican vision for a health-care overhaul that would repeal some of the Affordable Care Act’s taxes, impose new ones and cut future federal spending on Medicaid. The vote sets up a final",fake,fake,1
South Africa's Ramaphosa steps up criticism ahead of ANC leadership vote,"South Africa's Ramaphosa steps up criticism ahead of ANC leadership vote

South African President Cyril Ramaphosa gestures during his speech at a special general meeting of the ruling African National Congress (ANC) in Johannesburg, South Africa, June 30, 2018. REUTERS/Mike Hutchings

By Nomaindia Mfeketo

JOHANNESBURG (Reuters) - After a bruising battle with President Cyril Ramaphosa for control of the African National Congress (ANC), Nkosazana Dlamini-Zuma's ally-turned-foe is set to win the party’s leadership election.

The win would deliver a powerful blow to Ramaphosa’s vision of",fake,fake,1
Border without doctors? South Koreans urge more funding for trauma care after defector drama,"Border without doctors? South Koreans urge more funding for trauma care after defector drama

Pyeongchang, South Korea (CNN) — At 5:30 am on Monday, the day of the Pyeongchang Winter Olympics, the phone of Lee Eui-yong's mom rings.

She had been up, watching the Olympics, and he had been watching her. They have been talking for a while, Lee's mom says.

When she tells him about a problem she has been having with her eyes, he tells her to lie down, he will get his doctor.

A few hours later, he texts, ""All good with mom.""

Lee Eui-yong is 23",fake,fake,1
"Bus drives into pedestrian underpass in Moscow, kills four: agencies","Bus drives into pedestrian underpass in Moscow, kills four: agencies

Three of the victims died instantly when the vehicle crashed into the concrete pillar, the Russian health ministry said. Four men jumped out after the truck drove into the tunnel, Russia's RIA Novosti news agency reported, citing police.

The four jumped out of the truck and ran away but were immediately caught by a team of security staff and passers-by, RIA wrote.

The vehicle was found after the rescue operation, a Russian health ministry source told TASS news agency. A fifth man was taken to hospital for observation.

The accident happened in Komsomolskie Vorota street, which is home to a number of schools and universities",fake,fake,1
Trump and Putin see eye to eye on many foreign policy aims: Foreign Minister,"Trump and Putin see eye to eye on many foreign policy aims: Foreign Minister Sergei Lavrov (right) and US Secretary of State Rex Tillerson attend a meeting during a G20 foreign ministers meeting in Bonn, Germany on July 7, 2017

A key obstacle for Vladimir Putin to become a permanent member of the UN Security Council - not to mention his desire to strengthen Russia’s foreign policy influence in the world stage - is that the United States does not want him to have it.

With a presidential election looming in 2020, U.S. President Donald Trump has set out to change American foreign policy in a way that helps bolster and deepen his country’s “domestic political situation.” This, however, is",fake,fake,1
Trump wants ex-Goldman partner Mnuchin to run U.S. Treasury: Fox Business,"Trump wants ex-Goldman partner Mnuchin to run U.S. Treasury: Fox Business

Republican U.S. presidential candidate Donald Trump speaks as he hosts a roundtable on the U.S. economy November 10, 2016 in Miami, Florida. Donald Trump on Friday said he would nominate former Goldman Sachs partner and current Federal Reserve Vice Chairman, and former House Speaker, Paul Ryan as his running mate, a choice he deemed an “excellent decision.” (Robert Deutsch-USA TODAY/Reuters)

According to Fox Business Network (FBN) Chief Business Correspondent Cheryl Casone, Republican presidential nominee Donald Trump wants U.S. Treasury Secretary Steven Mnuchin to be appointed the successor to Tim Geith",fake,fake,1
Obama defends record on terrorism in national security speech,"Obama defends record on terrorism in national security speech

President Barack Obama delivered a major speech today on the issue of national security in which he criticized both Republicans and Democrats for failing to pass an annual defense authorization bill, saying that the United States must maintain a military force capable to prevent attacks on American soil.

President Barack Obama delivers a major speech today on the issue of national security in which he criticized both Republicans and Democrats for failing to pass an annual defense authorization bill, saying that the United States must maintain a military force capable to prevent attacks on American soil.

“We must maintain the strongest military the world has ever known or none of us are safe.”

He also criticized the policies of the Bush Administration, saying",fake,fake,1
California poised to shut out Republicans from U.S. Senate race,"California poised to shut out Republicans from U.S. Senate race

The California Senate seat up for grabs next year is likely to remain in Democratic hands. But with the state’s nonpartisan system of elections giving Democrats all but a lock of the statewide ticket, the party that controls the U.S. Senate by a slimmer margin than the House seats will also have a decided advantage.

Democrats are in line to hold six of California’s nine U.S. Senate seats and the governorship, while Republicans hold the other three and the 2nd Congressional District seat.

On top of that, the GOP holds a narrow edge in the state’s 58th Assembly District, where two Republicans have an advantage",fake,fake,1
"Stung by reputation, Taiwan looks to turn corner on money laundering","Stung by reputation, Taiwan looks to turn corner on money laundering

(Bloomberg) -- Taiwan is trying to avoid being seen as a “money-laundering haven,” as it looks to crack down on illicit financial flows by boosting its anti-money-laundering controls.

The Asian island nation, still known as the Republic of China to the rest of the world, is taking a page from China’s playbook, setting a goal of becoming a regional leader in fighting money laundering, a senior official says. The official said more than $25 billion in illicit funds are being laundered annually through the island, in defiance of an agreement of the Association of Southeast Asian Nations.

Taiwan is now seeking to",fake,fake,1
Al Qaeda warns Myanmar of 'punishment' over Rohingya,"Al Qaeda warns Myanmar of 'punishment' over Rohingya

The al Qaeda-linked rebel group said on Tuesday its leader was killed in a drone strike and threatened Myanmar with ""punishment"" over the killing of insurgents by a Burmese military crackdown in their country's north.

""Allah is Great and the American forces targeted Sheikh Nazim al-Khalifa, the emir of al-Kitaab wal-Hijra, in a drone strike in the border of Myanmar and Thailand on 25th of November 2016. Therefore, we will announce a campaign of punishment against the government of Myanmar,"" the group said in a statement.

The group claimed the attack which killed Sheikh Nazim was ""to avenge the",fake,fake,1
One dead after light aircraft collides on Caernarfon runway,"One dead after light aircraft collides on Caernarfon runway

Police say all four people on board a light plane that crashed in the far northeastern part of
Caernarfon Airport on Monday afternoon have died.

The Cessna 185 aircraft was flying from Caernarfon Airport in the Vale of Gwyddelod area at around 3:30pm when it crashed into a wooded area on the opposite side of
the runway.

The Air Accidents Investigation Branch has launched an investigation.

The plane was from
Welsh Aviation Ltd. and the pilot was the only occupant. He was aged between 55 and 60.

A police spokesman said: “A fourth person was involved in",fake,fake,1
Russian military: Syria government troops control 85 percent of Syria - agencies,"Russian military: Syria government troops control 85 percent of Syria - agencies

(Reuters) - The Syrian army is in control of up to 85 percent of the country, Russia's Defense Ministry said on Saturday, as the army launched a major offensive to retake territory from rebels in the north.

The ministry statement, carried on its website, said there was no need for foreign intervention in Syria.

""According to estimates, not more than 15-20 percent of Syria is still controlled by militants and terrorists,"" the statement said.

The ministry said all military units had been given orders for an offensive to be launched on Sunday in ""a broad front"" in the provinces of Idlib, Latakia, Aleppo and Hama.

",fake,fake,1
"Charlottesville schools, parents address children's fears after violence","Charlottesville schools, parents address children's fears after violence

CULPEPER COUNTY, Va. – The violence in Charlottesville began to subside, and the community breathed a sigh of relief. Schools continued to reopen, students returned to the classroom and parents began to assess the damage done by a week of protest that resulted in the death of 32-year-old Heather Heyer.

There were some things parents and students wanted to know. Who was responsible for Heyer’s death? Some students were concerned about their safety. What were the police doing about the violence surrounding the protests?

We caught up with the school's principal, the vice-principal, the PTA president and a few more people",fake,fake,1
Trump slams federal court ruling on funding for 'sanctuary cities',"Trump slams federal court ruling on funding for'sanctuary cities'

Sen. Jeff Flake, R-Ariz., left, and Sen. John Cornyn, R-Texas, speak with other senators at the U.S. Capitol in Washington, D.C., after the Supreme Court ruled to uphold a federal law that requires local law enforcement to cooperate with federal immigration officials. (CNS/Paul J. Richards/The Washington Post)

WASHINGTON – President Trump slammed a nationwide federal court ruling Thursday that blocked his administration from withholding law enforcement funds to so-called “sanctuary cities” that refuse to comply with federal immigration policies.

In a pair of tweets after a federal appeals court in New Orleans halted the",fake,fake,1
"PM May's deputy to keep job after pornography claims, ITV says","PM May's deputy to keep job after pornography claims, ITV says

By Nils Christie • Reading Time: 2 Minutes

AIMEE LAWTON could keep her role as deputy party leader despite the Labour deputy leader’s claims that she was in a “transactional relationship” with the disgraced lobbyist Christopher Wylie, ITV News has said.

Ms Lawton, who has been in the job since 2014, has come under fire for her relationship with Mr Wylie, a political strategist who was fired amid revelations he shared data from former Trump campaign manager Paul Manafort with a Russian spy.

Ms Lawton has previously been forced to deny claims that she went to a sex party with Mr W",fake,fake,1
New Hampshire governor asks Trump to stop Indonesian deportation effort,"New Hampshire governor asks Trump to stop Indonesian deportation effort

The Indonesian government is rounding up hundreds of people to return them to the country but New Hampshire officials say that isn’t happening.

At Tuesday’s Statehouse ceremony honoring the victims of the September 11th terrorist attacks, New Hampshire Governor Chris Sununu addressed the situation going on in Indonesia, saying it’s time for those under deportation orders to “stop and think about whether they are going to deport a US citizen.”

The New Hampshire Department of Safety has worked closely with the Indonesian government to identify citizens of that nation who have been ordered to be deported since the Sept. 11, 2001, terror attacks, said DHS Spokesman David",fake,fake,1
China complains to Australia over Turnbull comments on interference,"China complains to Australia over Turnbull comments on interference in Hong Kong

Updated

Prime Minister Malcolm Turnbull has sparked a diplomatic spat with China by accusing Beijing of interference in Australia's domestic politics, but Beijing has hit back by accusing him of interference in its domestic affairs.

China said it was ""extremely dissatisfied"" with Mr Turnbull's statements and warned Australia risked escalating its row with China by ""stirring up trouble"".

The prime minister appeared to have broken no laws in his comments on Monday but Mr Turnbull said the Chinese president warned him that Beijing would take action if it believed he had.

""There is simply no doubt that the Chinese government is attempting to interfere with the internal affairs of Australia, and Mr Turnbull should know",fake,fake,1
U.S. says it will take steps after Cambodia's dissolves opposition party,"U.S. says it will take steps after Cambodia's dissolves opposition party

U.S. State Department has issued a warning to Cambodia on Sunday that if it does not allow opposition leader Kem Sokha to return from exile, the U.S. will take steps to sanction Cambodia.

Sokha was elected speaker of the Cambodia National Rescue Party (CNRP) in May, but was arrested and later stripped of the position by the government led by Prime Minister Hun Sen, saying it infringed on the unity of the ruling Cambodian People’s Party.

""We remain committed to fully supporting a stable transition period in Cambodia and believe Cambodia's government should allow Mr. Kem Sokha to return to Cambodia,",fake,fake,1
Campaign chief to oversee Trump U.S. vice presidential search,"Campaign chief to oversee Trump U.S. vice presidential search

Donald Trump on Thursday tapped a GOP official as a vice presidential selection committee chair to vet and choose next year's running mate, signaling the billionaire real estate developer is looking to choose someone with no political experience.

The GOP presidential candidate announced the appointment to ""a distinguished group of leaders from the conservative movement"" during a surprise appearance at a rally in Ohio, his first campaign stop since formally clinching the GOP nomination.

Story Continued Below

""We are assembling a committee which will seek the best person for the job, and he or she will be chosen by the delegates at the convention,"" Trump said.

""And I think I can speak for all of",fake,fake,1
U.S. lawmakers propose making it easier to meet auto fuel rules,"U.S. lawmakers propose making it easier to meet auto fuel rules, but still no agreement on how to achieve that

WASHINGTON (Reuters) - U.S. policymakers met on Thursday to try to agree whether their nation will be the last to get to its 2020 vehicle fuel-efficiency standards, and whether it will be easy or difficult to meet the goals.

They met at a White House conference titled “Achieving a Nationally Determined Fuel Economy Standard.” It was sponsored by the U.S. House of Representatives Energy and Commerce Committee.

The National Highway Traffic Safety Administration has been working toward the 2020 standard with California, six other states and 14 automakers for more than two years, but the effort",fake,fake,1
Most Americans want Obama to nominate Scalia's replacement: Reuters/Ipsos,"Most Americans want Obama to nominate Scalia's replacement: Reuters/Ipsos Poll

Clarence Thomas

An undated portrait of Supreme Court Justice Clarence Thomas, taken during a Senate Committee on the Judiciary hearing to consider his nomination to the high court, is displayed at the Supreme Court in Washington on this Tuesday, July 11, 2005.

Sebastian Ray Merriman/Getty Images

Americans think that a conservative justice should appoint the next Supreme Court judge, according to a Reuters/Ipsos opinion poll released on Tuesday.

The poll, conducted online in English and Spanish, found that nearly two-thirds of respondents said they want a conservative justice to replace the recently deceased Justice Antonin Scalia. The",fake,fake,1
Oklahoma Supreme Court strikes down restrictive abortion law,"Oklahoma Supreme Court strikes down restrictive abortion law

This is an archived article and the information in the article may be outdated. Please look at the time stamp on the story to see when it was last updated.

Oklahoma Supreme Court strikes down restrictive abortion law

OUTSIDE OKLAHOMA CITY, Okla. (AP) – The Oklahoma Supreme Court ruled Friday that the law banning most abortions is unconstitutional, dealing a major blow to a law that has created a national uproar over women’s rights.

In a surprise decision released on the same day U.S. District Judge Tanya Walton Pratt ruled that the same law was indeed constitutional, the court said the provisions it considered “irrelevant to",fake,fake,1
Trump Interior nominee would consider more drilling on federal land,"Trump Interior nominee would consider more drilling on federal land

President Donald Trump’s pick to head the Bureau of Land Management, David Bernhardt, would consider opening more federal areas to oil and gas drilling, according to a Wall Street Journal report.

Bernhardt, a former oil and gas lobbyist, is a well-connected figure who served both as a congressional staffer and as a deputy director of the Department of the Interior. He also held numerous state leadership positions in both Wyoming and California.

“He has a background in both ranching and energy development. And he’s got a unique understanding of how to negotiate with ranchers and farmers,” Wyoming’s former Republican US Senator Mike Enzi told",fake,fake,1
"Washington braces for anti-Trump protests, New Yorkers march","Washington braces for anti-Trump protests, New Yorkers march for gun control: Protests planned in the wake of New York’s school mass killings and Florida’s school shooting. Here's what you need to know about the latest shootings. (May 16)

A man who was allegedly caught on surveillance video throwing a woman out of a Philadelphia bar for wearing earrings with a crucifix-shaped pendant was ordered to stand trial on Tuesday for attempted murder, attempted rape, aggravated indecent assault, and other charges. (May 13)

Three teenage girls are dead and two teenage boys are injured after a shooting at a school in Jacksonville, North Carolina, Thursday morning. (May 12)

A man who attacked and sexually",fake,fake,1
